slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
nancela01,Larry Nance,POWER FORWARD,26,PHOENIX SUNS,73,2484,20.5,0.616,0.008,0.444,8.2,20.0,14.3,14.8,1.3,2.9,14.9,22.6,5.3,3.2,8.4,0.163,2.8,1.1,3.9,3.7,False
nattca01,Calvin Natt,POWER FORWARD,29,DENVER NUGGETS,69,2007,18.6,0.562,0.006,0.373,6.2,17.0,11.3,11.6,1.3,0.4,10.7,23.3,3.9,2.3,6.1,0.146,2.1,-0.8,1.3,1.7,False
nevitch01,Chuck Nevitt,CENTER,26,LOS ANGELES LAKERS,4,25,5.4,0.367,0.0,0.545,14.3,17.3,15.9,9.4,3.7,4.4,26.8,30.1,-0.1,0.1,-0.1,-0.137,-11.5,0.1,-11.4,-0.1,False
nevitch01,Chuck Nevitt,CENTER,26,DETROIT PISTONS,25,101,12.7,0.478,0.0,0.625,10.3,16.1,13.1,6.0,0.9,9.4,14.6,18.5,0.0,0.2,0.2,0.091,-5.4,3.2,-2.1,0.0,False
nimphku01,Kurt Nimphius,POWER FORWARD,27,DALLAS MAVERICKS,13,280,11.3,0.537,0.014,0.403,9.2,14.3,11.8,6.4,0.5,2.3,13.3,14.2,0.3,0.1,0.4,0.07,-1.2,-0.1,-1.2,0.1,False
nimphku01,Kurt Nimphius,POWER FORWARD,27,LOS ANGELES CLIPPERS,67,1946,12.8,0.556,0.003,0.375,7.2,15.2,11.2,3.5,0.7,2.6,12.9,17.1,1.9,0.8,2.7,0.066,-1.6,-1.2,-2.8,-0.4,False
nixonno01,Norm Nixon,POINT GUARD,30,LOS ANGELES CLIPPERS,67,2138,15.7,0.493,0.131,0.176,2.3,7.1,4.7,40.3,1.8,0.1,16.1,22.2,1.7,0.3,2.0,0.046,1.6,-2.5,-0.9,0.6,False
okoremi01,Mike O'Koren,SMALL FORWARD,27,NEW JERSEY NETS,67,1031,9.9,0.496,0.08,0.116,3.6,11.1,7.3,15.5,1.3,0.5,13.3,15.8,0.4,0.9,1.2,0.057,-1.9,0.3,-1.7,0.1,False
oaklech01,Charles Oakley,POWER FORWARD,22,CHICAGO BULLS,77,1772,16.5,0.561,0.006,0.497,15.7,27.1,21.2,10.5,1.8,1.0,21.0,19.2,1.7,1.6,3.3,0.09,0.5,-0.9,-0.4,0.7,False
olajuha01,Hakeem Olajuwon,CENTER,23,HOUSTON ROCKETS,68,2467,24.2,0.56,0.0,0.453,14.4,19.8,17.1,8.0,2.5,5.2,12.0,25.6,5.3,4.2,9.5,0.186,2.9,1.2,4.0,3.8,False
olberma01,Mark Olberding,POWER FORWARD,29,SACRAMENTO KINGS,81,2157,11.2,0.618,0.005,0.521,6.0,16.2,11.1,15.6,0.9,0.6,23.0,12.1,2.3,1.6,3.9,0.087,-1.1,0.6,-0.5,0.8,False
oldhaja01,Jawann Oldham,CENTER,28,CHICAGO BULLS,52,1276,11.9,0.533,0.003,0.282,9.6,17.9,13.6,3.9,1.1,6.0,19.2,14.3,0.2,1.1,1.3,0.049,-2.7,1.0,-1.7,0.1,False
orrlo01,Louis Orr,SMALL FORWARD,27,NEW YORK KNICKS,74,2237,12.4,0.509,0.005,0.375,5.9,10.0,7.9,11.9,1.3,0.7,12.0,18.4,1.5,2.3,3.7,0.08,-0.6,-0.1,-0.7,0.7,False
parisro01,Robert Parish,CENTER,32,BOSTON CELTICS,81,2567,18.8,0.586,0.0,0.347,11.3,21.1,16.5,7.7,1.2,2.5,14.4,20.8,4.4,4.8,9.2,0.171,1.5,0.6,2.1,2.6,False
paxsoji02,Jim Paxson,SHOOTING GUARD,28,PORTLAND TRAIL BLAZERS,75,1931,15.9,0.545,0.078,0.308,2.5,6.2,4.3,20.1,2.2,0.1,11.1,20.7,3.5,1.3,4.8,0.12,1.0,-0.3,0.6,1.3,False
paxsojo01,John Paxson,POINT GUARD,25,CHICAGO BULLS,75,1570,10.5,0.536,0.152,0.28,1.3,5.7,3.4,22.4,1.7,0.1,14.6,11.2,2.1,0.2,2.2,0.069,-1.4,-0.7,-2.0,0.0,False
perkisa01,Sam Perkins,POWER FORWARD,24,DALLAS MAVERICKS,80,2626,17.6,0.573,0.036,0.414,8.3,20.1,14.3,7.8,1.3,1.9,11.9,19.0,5.0,2.3,7.3,0.133,1.3,-0.3,1.0,1.9,False
peterji01,Jim Petersen,POWER FORWARD,23,HOUSTON ROCKETS,82,1664,10.8,0.525,0.007,0.389,9.5,16.2,12.8,6.1,1.1,1.8,14.9,13.3,1.4,1.6,2.9,0.085,-2.1,-0.1,-2.2,-0.1,False
phelpmi01,Michael Phelps,SHOOTING GUARD,24,SEATTLE SUPERSONICS,70,880,7.7,0.438,0.042,0.259,3.8,8.3,6.0,11.5,2.5,0.1,16.3,18.1,-1.0,1.0,-0.1,-0.003,-4.6,0.3,-4.4,-0.5,False
piercri01,Ricky Pierce,SHOOTING GUARD,26,MILWAUKEE BUCKS,81,2147,16.6,0.603,0.029,0.388,4.9,7.0,6.0,11.6,1.8,0.2,10.3,19.5,5.7,2.6,8.3,0.186,1.4,0.5,1.9,2.1,False
pincked01,Ed Pinckney,SMALL FORWARD,22,PHOENIX SUNS,80,1602,12.8,0.599,0.004,0.556,7.1,14.7,11.1,7.7,2.0,1.3,20.6,17.8,0.8,1.8,2.7,0.08,-1.4,0.0,-1.4,0.2,False
pittmch01,Charles Pittman,POWER FORWARD,27,PHOENIX SUNS,69,1132,10.3,0.63,0.0,0.647,10.5,14.3,12.5,6.6,1.5,1.1,27.6,13.6,0.4,1.1,1.5,0.065,-2.1,0.1,-2.1,0.0,False
popeda01,David Pope,SMALL FORWARD,23,SEATTLE SUPERSONICS,11,74,9.2,0.483,0.05,0.2,9.4,8.2,8.8,7.6,1.3,0.8,8.4,13.4,0.1,0.1,0.1,0.081,-2.2,-0.1,-2.4,0.0,False
poquebe01,Ben Poquette,POWER FORWARD,30,CLEVELAND CAVALIERS,81,1496,10.4,0.518,0.029,0.287,8.9,18.6,13.8,6.8,1.0,1.2,14.8,12.6,0.9,1.4,2.3,0.075,-1.7,0.2,-1.4,0.2,False
portete01,Terry Porter,POINT GUARD,22,PORTLAND TRAIL BLAZERS,79,1214,14.8,0.545,0.094,0.347,3.3,7.7,5.5,22.2,3.1,0.0,17.1,20.2,1.2,1.1,2.3,0.093,-0.4,0.7,0.3,0.7,False
presspa01,Paul Pressey,SMALL FORWARD,27,MILWAUKEE BUCKS,80,2704,18.6,0.564,0.052,0.465,5.3,11.1,8.2,30.4,2.9,1.5,19.1,18.6,5.1,4.7,9.8,0.174,3.3,2.4,5.7,5.3,False
rambiku01,Kurt Rambis,POWER FORWARD,27,LOS ANGELES LAKERS,74,1573,12.7,0.632,0.0,0.454,11.8,24.9,18.7,5.1,2.0,1.2,23.1,10.8,1.7,2.6,4.3,0.131,-0.5,1.1,0.6,1.1,False
ranseke01,Kelvin Ransey,POINT GUARD,27,NEW JERSEY NETS,79,1504,11.8,0.514,0.048,0.293,2.5,6.1,4.3,22.6,1.6,0.2,16.7,18.1,0.9,1.1,2.0,0.063,-1.1,-0.8,-1.9,0.1,False
rasmubl01,Blair Rasmussen,CENTER,23,DENVER NUGGETS,48,330,8.7,0.458,0.0,0.26,11.2,19.9,15.3,6.4,0.4,1.7,19.3,24.2,-0.5,0.4,-0.1,-0.021,-6.1,-2.0,-8.1,-0.5,False
reidro01,Robert Reid,SMALL FORWARD,30,HOUSTON ROCKETS,82,2157,13.7,0.506,0.037,0.243,3.3,11.8,7.5,13.5,2.0,0.4,9.0,19.4,2.5,1.9,4.4,0.098,-1.2,0.1,-1.2,0.5,False
reynoje01,Jerry Reynolds,SMALL FORWARD,23,MILWAUKEE BUCKS,55,508,15.2,0.489,0.012,0.642,8.2,9.3,8.8,22.1,4.0,2.2,20.0,20.5,0.0,1.0,1.0,0.096,0.5,3.1,3.6,0.7,False
richacl01,Clint Richardson,SHOOTING GUARD,29,INDIANA PACERS,82,2224,12.2,0.496,0.012,0.2,3.4,8.8,6.1,23.2,1.2,0.2,14.5,17.3,1.2,1.9,3.1,0.067,-0.7,-0.3,-1.0,0.6,False
richami01,Micheal Ray Richardson,POINT GUARD,30,NEW JERSEY NETS,47,1604,16.9,0.498,0.041,0.271,5.4,12.1,8.7,29.8,3.6,0.4,16.9,22.1,1.0,2.3,3.3,0.099,0.8,2.1,2.8,1.9,False
riverdo01,Doc Rivers,POINT GUARD,24,ATLANTA HAWKS,53,1571,17.4,0.52,0.034,0.61,3.5,7.9,5.7,38.6,3.7,0.5,19.3,19.0,1.9,2.2,4.2,0.128,1.6,1.8,3.4,2.1,False
roberfr01,Fred Roberts,POWER FORWARD,25,UTAH JAZZ,58,469,9.1,0.526,0.012,0.521,7.3,11.2,9.3,8.1,0.8,0.7,20.5,22.3,-0.3,0.5,0.2,0.02,-4.2,-1.3,-5.5,-0.4,False
roberal01,Alvin Robertson,SHOOTING GUARD,23,SAN ANTONIO SPURS,82,2878,19.5,0.563,0.027,0.299,7.5,12.8,10.2,21.8,4.8,0.8,17.1,20.9,4.0,4.6,8.6,0.143,1.5,3.3,4.7,4.9,False
robeyri01,Rick Robey,CENTER,30,PHOENIX SUNS,46,629,5.7,0.417,0.016,0.251,7.6,19.0,13.5,11.9,1.4,0.4,23.7,17.6,-1.2,0.7,-0.6,-0.042,-5.7,-0.6,-6.3,-0.7,False
robincl01,Cliff Robinson,SMALL FORWARD,25,,78,2563,18.3,0.518,0.003,0.281,7.6,21.0,14.4,12.1,1.9,1.0,12.7,26.4,1.5,4.1,5.6,0.104,0.6,0.1,0.7,1.7,False
rollitr01,Tree Rollins,CENTER,30,ATLANTA HAWKS,74,1781,11.0,0.537,0.003,0.259,8.1,20.2,14.2,3.0,1.0,5.5,19.1,10.9,0.5,3.0,3.4,0.093,-2.3,2.5,0.3,1.0,False
roundda01,Dan Roundfield,POWER FORWARD,32,,79,2321,14.7,0.56,0.009,0.548,9.8,20.1,15.0,10.4,0.8,1.2,18.6,18.1,2.1,3.1,5.1,0.106,-0.5,-0.2,-0.8,0.7,False
rowlade01,Derrick Rowland,SHOOTING GUARD,26,MILWAUKEE BUCKS,2,9,7.0,0.387,0.0,0.667,0.0,12.3,6.2,13.9,0.0,0.0,0.0,17.3,0.0,0.0,0.0,0.048,-5.6,-3.3,-8.9,0.0,False
rulanje01,Jeff Ruland,POWER FORWARD,27,,30,1114,20.0,0.604,0.01,0.522,10.4,20.6,15.5,22.2,1.0,1.3,20.4,22.2,1.9,1.6,3.5,0.151,2.6,0.9,3.5,1.5,False
russewa01,Walker Russell,POINT GUARD,25,DETROIT PISTONS,1,2,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,52.7,0.0,0.0,0.0,19.6,0.0,0.0,0.0,-0.271,-3.4,-4.3,-7.7,0.0,False
sampsra01,Ralph Sampson,POWER FORWARD,25,HOUSTON ROCKETS,79,2864,16.9,0.516,0.012,0.294,9.6,23.6,16.5,13.5,1.6,2.5,16.5,23.6,1.1,4.0,5.0,0.084,-0.1,0.5,0.4,1.8,False
sandemi01,Mike Sanders,SMALL FORWARD,25,PHOENIX SUNS,82,1644,16.0,0.573,0.022,0.38,7.6,11.4,9.6,13.5,2.1,1.1,15.3,22.6,2.2,1.7,3.9,0.115,0.2,0.0,0.2,0.9,False
schayda01,Danny Schayes,CENTER,26,DENVER NUGGETS,80,1654,13.4,0.585,0.002,0.632,9.3,18.8,13.9,5.9,1.1,2.1,15.7,15.5,2.4,2.2,4.6,0.134,-2.1,0.1,-2.0,0.0,False
schrede01,Detlef Schrempf,SMALL FORWARD,23,DALLAS MAVERICKS,64,969,10.9,0.52,0.022,0.483,8.1,14.2,11.2,11.8,1.1,0.6,18.0,19.6,0.3,0.5,0.8,0.04,-2.9,-0.9,-3.8,-0.4,False
scottby01,Byron Scott,SHOOTING GUARD,24,LOS ANGELES LAKERS,76,2190,15.0,0.55,0.062,0.178,3.0,6.6,4.9,10.2,1.8,0.4,9.4,21.7,3.2,2.0,5.2,0.113,0.0,-0.3,-0.3,0.9,False
scurrca01,Carey Scurry,SMALL FORWARD,23,UTAH JAZZ,78,1168,11.9,0.509,0.037,0.419,9.2,13.3,11.3,9.7,3.1,3.2,21.2,15.7,-0.4,2.1,1.8,0.072,-2.6,2.4,-0.2,0.5,False
sheltlo01,Lonnie Shelton,POWER FORWARD,30,CLEVELAND CAVALIERS,44,682,8.5,0.508,0.011,0.085,6.2,17.0,11.6,12.0,1.5,0.3,19.7,14.6,-0.1,0.6,0.5,0.037,-4.0,0.4,-3.6,-0.3,False
shortpu01,Purvis Short,SMALL FORWARD,28,GOLDEN STATE WARRIORS,64,2427,19.1,0.547,0.037,0.309,5.4,9.4,7.3,14.8,1.7,0.5,11.0,27.1,4.9,0.9,5.7,0.113,2.3,-1.3,1.0,1.8,False
sichtje01,Jerry Sichting,POINT GUARD,29,BOSTON CELTICS,82,1596,11.9,0.609,0.039,0.16,2.0,5.0,3.6,14.9,1.5,0.0,14.2,13.2,2.4,1.8,4.2,0.126,-0.7,0.4,-0.2,0.7,False
sikmaja01,Jack Sikma,CENTER,30,SEATTLE SUPERSONICS,80,2790,17.6,0.535,0.012,0.374,6.0,26.2,15.9,16.5,1.6,1.6,14.3,22.4,3.4,4.4,7.8,0.134,1.0,1.5,2.5,3.1,False
smithde02,Derek Smith,SHOOTING GUARD,24,LOS ANGELES CLIPPERS,11,339,21.8,0.594,0.011,0.464,6.4,6.9,6.7,16.3,1.2,2.1,13.1,29.7,0.7,0.1,0.8,0.115,4.6,-0.3,4.4,0.6,False
smithla01,Larry Smith,POWER FORWARD,28,GOLDEN STATE WARRIORS,77,2441,13.4,0.539,0.002,0.387,16.4,21.8,19.0,4.9,1.2,1.1,16.4,13.2,2.7,1.6,4.3,0.085,-0.4,-1.7,-2.1,-0.1,False
smrekmi01,Mike Smrek,CENTER,23,CHICAGO BULLS,38,408,6.5,0.401,0.016,0.238,12.3,18.4,15.2,6.1,0.7,3.2,17.7,16.3,-0.5,0.2,-0.2,-0.024,-6.2,-1.2,-7.5,-0.6,False
soberri01,Ricky Sobers,SHOOTING GUARD,33,SEATTLE SUPERSONICS,78,1279,13.4,0.506,0.079,0.231,2.6,6.6,4.6,21.7,1.7,0.1,12.5,22.3,1.1,1.1,2.2,0.081,-0.7,-0.6,-1.3,0.2,False
sparrro01,Rory Sparrow,POINT GUARD,27,NEW YORK KNICKS,74,2344,13.0,0.511,0.028,0.176,2.3,6.1,4.1,30.0,1.8,0.4,16.5,16.7,1.5,2.2,3.7,0.077,-0.3,0.0,-0.3,1.0,False
sprigla01,Larry Spriggs,SMALL FORWARD,26,LOS ANGELES LAKERS,43,471,10.5,0.501,0.005,0.255,7.1,12.2,9.8,13.3,1.8,1.1,20.2,22.9,-0.3,0.6,0.3,0.027,-3.6,-0.4,-3.9,-0.2,False
stanste01,Terence Stansbury,SHOOTING GUARD,24,INDIANA PACERS,74,1331,9.5,0.499,0.12,0.299,2.4,8.9,5.7,21.3,2.1,0.3,21.8,19.7,-0.9,1.5,0.6,0.02,-3.7,0.3,-3.4,-0.5,False
stipast01,Steve Stipanovich,CENTER,25,INDIANA PACERS,79,2397,15.9,0.526,0.011,0.356,7.9,20.2,14.1,12.3,1.5,1.7,12.5,20.0,2.5,3.4,5.9,0.118,0.4,1.0,1.4,2.0,False
stivral01,Alex Stivrins,SMALL FORWARD,23,SEATTLE SUPERSONICS,3,14,-5.9,0.26,0.0,1.0,24.7,0.0,12.7,9.3,0.0,0.0,34.2,26.2,-0.1,0.0,-0.1,-0.347,-9.9,-7.1,-17.0,-0.1,False
stockjo01,John Stockton,POINT GUARD,23,UTAH JAZZ,82,1935,17.0,0.566,0.032,0.44,1.9,8.1,5.0,41.8,3.8,0.3,23.2,15.1,2.9,2.9,5.9,0.146,0.5,1.9,2.4,2.1,False
stokegr01,Greg Stokes,POWER FORWARD,22,PHILADELPHIA 76ERS,31,350,10.6,0.491,0.008,0.176,8.6,9.6,9.1,6.9,1.9,1.8,12.9,16.9,0.1,0.4,0.5,0.068,-2.8,0.0,-2.9,-0.1,False
sundvjo01,Jon Sundvold,POINT GUARD,24,SAN ANTONIO SPURS,70,1150,13.4,0.503,0.126,0.101,2.2,5.6,4.0,31.7,1.4,0.0,14.6,20.4,1.0,0.5,1.5,0.062,-0.1,-1.8,-1.9,0.0,False
teaglte01,Terry Teagle,SHOOTING GUARD,25,GOLDEN STATE WARRIORS,82,2158,14.2,0.542,0.026,0.277,4.6,7.3,5.9,7.6,1.5,0.9,11.2,22.0,2.5,0.6,3.1,0.069,-0.8,-1.3,-2.1,0.0,False
theusre01,Reggie Theus,SHOOTING GUARD,28,SACRAMENTO KINGS,82,2919,17.9,0.556,0.031,0.431,2.8,8.9,5.9,38.2,1.8,0.4,19.5,23.3,4.5,1.9,6.4,0.105,2.3,-1.1,1.2,2.4,False
thibepe01,Peter Thibeaux,SMALL FORWARD,24,GOLDEN STATE WARRIORS,42,531,9.5,0.455,0.021,0.206,5.5,10.0,7.7,7.2,2.0,1.6,13.3,21.7,-0.5,0.3,-0.2,-0.015,-4.3,-1.0,-5.4,-0.5,False
thirdda01,David Thirdkill,POWER FORWARD,25,BOSTON CELTICS,49,385,12.1,0.548,0.009,0.8,8.3,11.5,10.0,4.9,1.4,0.4,11.3,17.9,0.5,0.5,1.0,0.129,-2.4,-0.8,-3.2,-0.1,False
thomais01,Isiah Thomas,POINT GUARD,24,DETROIT PISTONS,77,2790,21.2,0.554,0.067,0.37,3.1,7.6,5.3,40.7,2.8,0.4,16.6,24.4,6.1,2.7,8.8,0.151,4.3,0.7,5.0,4.9,False
thomaji01,Jim Thomas,SHOOTING GUARD,25,LOS ANGELES CLIPPERS,6,69,5.3,0.409,0.0,0.133,4.7,8.1,6.4,22.6,3.4,0.8,36.2,14.5,-0.2,0.0,-0.1,-0.081,-6.3,0.7,-5.6,-0.1,False
thompbe01,Bernard Thompson,SHOOTING GUARD,23,PHOENIX SUNS,61,1281,11.8,0.552,0.005,0.393,5.4,7.2,6.3,14.0,1.8,0.4,16.1,17.4,1.2,1.0,2.1,0.08,-1.6,-0.3,-1.9,0.0,False
thompla01,LaSalle Thompson,CENTER,24,SACRAMENTO KINGS,80,2377,16.4,0.559,0.001,0.348,12.1,24.5,18.3,9.8,1.4,2.6,16.7,18.7,2.5,3.1,5.6,0.113,0.0,0.7,0.7,1.6,False
thompmy01,Mychal Thompson,CENTER,31,PORTLAND TRAIL BLAZERS,82,2569,13.7,0.525,0.0,0.306,8.0,18.9,13.4,9.6,1.4,0.8,14.6,20.7,1.3,2.4,3.7,0.068,-0.8,-1.0,-1.9,0.1,False
thomppa01,Paul Thompson,SMALL FORWARD,24,PHILADELPHIA 76ERS,23,432,9.3,0.42,0.062,0.222,7.0,9.3,8.2,7.9,1.7,2.2,12.3,22.6,-0.4,0.4,0.1,0.008,-3.4,-0.5,-3.9,-0.2,False
thornbo01,Bob Thornton,POWER FORWARD,23,NEW YORK KNICKS,71,1323,6.9,0.487,0.0,0.591,9.2,15.9,12.4,4.5,1.1,0.3,19.4,13.6,-0.6,1.6,0.9,0.034,-4.8,-0.3,-5.1,-1.0,False
thorpot01,Otis Thorpe,POWER FORWARD,23,SACRAMENTO KINGS,75,1675,14.4,0.617,0.0,0.504,9.3,19.0,14.2,6.9,1.0,1.2,17.0,17.5,2.3,1.5,3.8,0.109,-0.6,-0.2,-0.8,0.5,False
threase01,Sedale Threatt,SHOOTING GUARD,24,PHILADELPHIA 76ERS,70,1754,11.1,0.481,0.035,0.132,1.3,6.4,3.9,16.0,2.5,0.2,12.4,18.9,0.5,1.6,2.1,0.056,-2.7,0.4,-2.3,-0.1,False
tisdawa01,Wayman Tisdale,POWER FORWARD,21,INDIANA PACERS,81,2277,14.0,0.539,0.002,0.234,9.2,18.6,13.9,5.4,0.7,1.1,14.5,23.3,0.7,2.6,3.2,0.068,-1.5,-1.3,-2.8,-0.4,False
toneyan01,Andrew Toney,SHOOTING GUARD,28,PHILADELPHIA 76ERS,6,84,2.1,0.316,0.056,0.222,2.7,4.0,3.3,19.5,1.1,0.0,15.0,22.3,-0.3,0.0,-0.2,-0.128,-6.5,-2.5,-9.0,-0.1,False
toneyse01,Sedric Toney,POINT GUARD,23,ATLANTA HAWKS,3,24,-5.5,0.336,0.0,0.143,0.0,9.2,4.6,0.0,2.0,0.0,28.7,17.8,-0.1,0.0,-0.1,-0.169,-13.8,-0.8,-14.6,-0.1,False
toneyse01,Sedric Toney,POINT GUARD,23,PHOENIX SUNS,10,206,8.8,0.519,0.169,0.508,1.7,10.7,6.4,16.6,1.1,0.0,20.8,17.6,-0.1,0.1,0.1,0.018,-3.1,-1.4,-4.5,-0.1,False
tripuke01,Kelly Tripucka,SMALL FORWARD,26,DETROIT PISTONS,81,2626,18.3,0.567,0.02,0.359,4.6,9.6,7.0,14.1,1.6,0.2,11.3,24.1,5.6,1.9,7.5,0.136,2.3,-0.6,1.8,2.5,False
tucketr01,Trent Tucker,SHOOTING GUARD,26,NEW YORK KNICKS,77,1788,14.6,0.522,0.123,0.135,4.2,6.6,5.3,17.2,1.8,0.3,8.2,20.0,2.3,1.7,4.0,0.107,0.6,0.3,0.9,1.3,False
turneel01,Elston Turner,SHOOTING GUARD,26,DENVER NUGGETS,73,1324,9.6,0.459,0.024,0.14,4.8,11.3,7.9,15.3,2.4,0.3,16.6,14.0,-0.3,1.6,1.3,0.047,-2.9,1.0,-1.9,0.0,False
turneje01,Jeff Turner,POWER FORWARD,23,NEW JERSEY NETS,53,650,8.4,0.55,0.006,0.456,7.7,15.9,11.8,2.8,1.5,0.3,19.3,15.6,0.1,0.7,0.8,0.057,-4.5,-0.5,-5.0,-0.5,False
turpime01,Melvin Turpin,CENTER,25,CLEVELAND CAVALIERS,80,2292,16.4,0.585,0.005,0.272,8.8,18.0,13.4,3.5,1.3,2.6,12.5,19.1,3.4,2.6,6.0,0.125,0.2,0.1,0.4,1.4,False
tylerte01,Terry Tyler,SMALL FORWARD,29,SACRAMENTO KINGS,71,1651,13.3,0.483,0.005,0.173,7.5,13.9,10.7,8.0,1.8,3.7,11.9,19.4,0.1,1.9,1.9,0.056,-1.4,0.8,-0.6,0.6,False
valenda01,Darnell Valentine,POINT GUARD,26,PORTLAND TRAIL BLAZERS,28,734,12.7,0.512,0.015,0.485,3.1,8.0,5.6,24.2,3.1,0.1,18.8,16.6,0.4,0.7,1.1,0.074,-1.0,1.0,0.0,0.4,False
valenda01,Darnell Valentine,POINT GUARD,26,LOS ANGELES CLIPPERS,34,483,11.8,0.465,0.06,0.412,2.7,9.5,6.1,31.0,2.2,0.1,21.0,22.6,-0.3,0.2,-0.2,-0.017,-2.2,-2.1,-4.3,-0.3,False
vandeki01,Kiki Vandeweghe,SMALL FORWARD,27,PORTLAND TRAIL BLAZERS,79,2791,19.7,0.614,0.006,0.452,3.7,5.0,4.4,10.3,0.9,0.3,10.0,25.1,9.0,0.9,9.9,0.169,3.5,-2.1,1.4,2.4,False
vanosni01,Nick Vanos,CENTER,22,PHOENIX SUNS,11,202,3.4,0.329,0.0,0.319,12.5,21.3,17.1,10.2,0.5,1.4,19.6,20.2,-0.6,0.2,-0.4,-0.106,-7.9,-2.2,-10.1,-0.4,False
verhope01,Pete Verhoeven,POWER FORWARD,26,GOLDEN STATE WARRIORS,61,749,10.1,0.554,0.012,0.257,9.1,14.3,11.6,4.8,1.8,1.2,13.9,11.3,0.7,0.5,1.2,0.076,-2.8,0.0,-2.9,-0.2,False
vinceja01,Jay Vincent,POWER FORWARD,26,DALLAS MAVERICKS,80,1994,16.4,0.532,0.003,0.298,6.0,14.1,10.2,13.0,1.6,0.6,12.2,24.2,2.2,1.2,3.4,0.081,0.1,-1.3,-1.2,0.4,False
vincesa01,Sam Vincent,SHOOTING GUARD,22,BOSTON CELTICS,57,432,10.0,0.477,0.025,0.432,3.0,8.9,6.1,20.0,1.9,0.5,20.3,23.0,-0.3,0.6,0.3,0.037,-4.1,-0.7,-4.8,-0.3,False
vraneda01,Danny Vranes,SMALL FORWARD,27,SEATTLE SUPERSONICS,80,1569,7.8,0.475,0.014,0.264,8.5,12.8,10.6,5.8,2.0,1.2,15.5,10.0,0.2,1.9,2.1,0.065,-2.9,1.2,-1.6,0.1,False
waitegr01,Granville Waiters,CENTER,25,HOUSTON ROCKETS,43,156,3.2,0.324,0.026,0.154,10.3,9.1,9.7,5.9,1.2,3.6,20.9,13.2,-0.3,0.1,-0.2,-0.051,-6.6,-0.4,-7.1,-0.2,False
walkeda01,Darrell Walker,POINT GUARD,24,NEW YORK KNICKS,81,2023,14.0,0.479,0.013,0.368,5.3,7.0,6.2,25.3,3.5,1.1,18.0,22.1,-0.9,3.0,2.1,0.05,-0.6,1.9,1.3,1.7,False
waltobi01,Bill Walton,CENTER,33,BOSTON CELTICS,80,1546,17.0,0.606,0.0,0.491,10.4,27.3,19.4,13.6,1.2,3.8,23.2,17.3,1.6,3.4,5.0,0.157,0.1,2.9,3.0,2.0,False
warribr01,Bryan Warrick,POINT GUARD,26,MILWAUKEE BUCKS,5,27,8.4,0.479,0.2,0.1,0.0,12.3,6.2,29.2,3.5,0.0,32.4,23.0,-0.1,0.0,0.0,-0.038,-3.3,1.6,-1.7,0.0,False
warribr01,Bryan Warrick,POINT GUARD,26,INDIANA PACERS,31,658,11.2,0.539,0.058,0.39,1.7,9.2,5.4,22.2,1.8,0.2,19.2,15.6,0.4,0.7,1.0,0.075,-2.4,0.2,-2.2,0.0,False
webbsp01,Spud Webb,POINT GUARD,22,ATLANTA HAWKS,79,1229,18.5,0.578,0.027,0.667,2.4,8.6,5.5,38.7,3.2,0.2,23.0,23.0,1.9,1.6,3.5,0.137,1.7,1.2,2.9,1.5,False
wedmasc01,Scott Wedman,SMALL FORWARD,33,BOSTON CELTICS,79,1402,12.5,0.499,0.079,0.112,5.5,9.3,7.5,8.1,1.3,0.9,7.8,20.2,0.9,1.8,2.7,0.093,-1.0,-0.4,-1.4,0.2,False
wennibi01,Bill Wennington,CENTER,22,DALLAS MAVERICKS,56,562,11.4,0.524,0.026,0.405,6.4,19.2,12.9,4.7,0.9,2.1,10.4,14.6,0.5,0.4,0.9,0.08,-2.4,-0.4,-2.8,-0.1,False
westma01,Mark West,CENTER,25,CLEVELAND CAVALIERS,67,1172,7.7,0.55,0.0,0.493,9.1,21.2,15.2,2.2,1.1,3.0,26.4,12.1,-0.6,1.5,0.9,0.037,-5.0,1.0,-4.0,-0.6,False
whatlen01,Ennis Whatley,POINT GUARD,23,CLEVELAND CAVALIERS,8,66,12.4,0.498,0.0,0.368,3.3,8.4,5.9,26.5,3.6,0.0,21.4,17.4,0.0,0.1,0.1,0.049,-2.7,3.1,0.4,0.0,False
whatlen01,Ennis Whatley,POINT GUARD,23,,4,27,17.8,0.359,0.0,0.214,8.0,20.0,14.0,40.0,0.0,2.1,0.0,23.7,0.0,0.0,0.0,0.075,1.8,0.9,2.7,0.0,False
whatlen01,Ennis Whatley,POINT GUARD,23,SAN ANTONIO SPURS,2,14,-5.1,0.5,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,66.7,17.3,-0.1,0.0,-0.1,-0.295,-10.1,-5.7,-15.8,0.0,False
